,index,time,players,viewers,event,%chg_players,%chg_viewers
207,773,2016-02-19,42002.0,8696.0,0.0,0.04334649874555985,-0.010130904951622055
208,774,2016-02-20,43712.0,9036.0,0.0,0.04071234703109372,0.03909843606255747
209,775,2016-02-21,46428.0,7798.0,0.0,0.06213396778916547,-0.13700752545374062
210,776,2016-02-22,41321.0,10276.0,0.0,-0.10999827690186958,0.3177737881508078
211,777,2016-02-23,38179.0,12690.0,0.0,-0.07603881803441348,0.2349163098481899
212,778,2016-02-24,39884.0,11879.0,0.0,0.0446580580947642,-0.06390858944050437
213,779,2016-02-25,41698.0,12209.0,0.0,0.045481897502757995,0.027780116171394864
214,780,2016-02-26,44519.0,8335.0,0.0,0.06765312485011266,-0.3173069047424032
215,781,2016-02-27,44912.0,10446.0,0.0,0.00882769154742924,0.2532693461307738
216,782,2016-02-28,46665.0,8442.0,0.0,0.03903188457427853,-0.19184376794945435
217,783,2016-02-29,40377.0,8148.0,0.0,-0.13474766955962714,-0.03482587064676612
218,784,2016-03-01,39778.0,10429.0,0.0,-0.014835178443173058,0.27994599901816386
219,785,2016-03-02,38161.0,11350.0,0.0,-0.040650610890441974,0.088311439255921
220,786,2016-03-03,40470.0,9863.0,0.0,0.06050680013626475,-0.1310132158590308
221,787,2016-03-04,42603.0,9538.0,0.0,0.052705707931801404,-0.03295143465477035
222,788,2016-03-05,44196.0,7991.0,0.0,0.03739173297655096,-0.16219333193541619
223,789,2016-03-06,45521.0,13592.0,0.0,0.02998008869580948,0.7009135277186835
224,790,2016-03-07,41822.0,9464.0,0.0,-0.08125919905098744,-0.303708063566804
225,791,2016-03-08,39847.0,8638.0,0.0,-0.047223949117689235,-0.08727810650887569
226,792,2016-03-09,37456.0,4919.0,0.0,-0.060004517278590574,-0.4305394767307247
227,793,2016-03-10,38312.0,5527.0,0.0,0.02285348141819732,0.12360235820288668
228,794,2016-03-11,42046.0,7198.0,0.0,0.09746293589475874,0.30233399674326034
229,795,2016-03-12,44521.0,5925.0,0.0,0.058864101222470655,-0.17685468185607112
230,796,2016-03-13,45882.0,21120.0,0.0,0.030569843444666622,2.5645569620253164
